Cause,Code-ICD-10-113,Age,Gender,Year,Deaths,Population,Crude Rate
Aortic aneurysm and dissection,GR113-073,0,F,2010,0,1929877,Unreliable
Aortic aneurysm and dissection,GR113-073,0,F,2015,1,1942904,Unreliable
Aortic aneurysm and dissection,GR113-073,1,F,2005,0,1950494,Unreliable
Aortic aneurysm and dissection,GR113-073,1,F,2010,0,1947217,Unreliable
Aortic aneurysm and dissection,GR113-073,1,F,2015,0,1939269,Unreliable
Aortic aneurysm and dissection,GR113-073,2,F,2005,0,1932337,Unreliable
Aortic aneurysm and dissection,GR113-073,2,F,2010,0,2004731,Unreliable
Aortic aneurysm and dissection,GR113-073,2,F,2015,0,1939979,Unreliable
Aortic aneurysm and dissection,GR113-073,3,F,2005,0,1930395,Unreliable
Aortic aneurysm and dissection,GR113-073,3,F,2010,0,2014490,Unreliable
Aortic aneurysm and dissection,GR113-073,3,F,2015,0,1943417,Unreliable
Aortic aneurysm and dissection,GR113-073,4,F,2005,0,1971897,Unreliable
Aortic aneurysm and dissection,GR113-073,4,F,2010,0,1985620,Unreliable
Aortic aneurysm and dissection,GR113-073,4,F,2015,0,1964111,Unreliable
Aortic aneurysm and dissection,GR113-073,5,F,2005,0,1901483,Unreliable
Aortic aneurysm and dissection,GR113-073,5,F,2010,0,1984764,Unreliable
Aortic aneurysm and dissection,GR113-073,5,F,2015,0,1967310,Unreliable
Aortic aneurysm and dissection,GR113-073,6,F,2005,0,1871697,Unreliable
Aortic aneurysm and dissection,GR113-073,6,F,2010,0,1991062,Unreliable
Aortic aneurysm and dissection,GR113-073,6,F,2015,0,1968544,Unreliable
Aortic aneurysm and dissection,GR113-073,7,F,2005,0,1876179,Unreliable
Aortic aneurysm and dissection,GR113-073,7,F,2010,0,1973503,Unreliable
Aortic aneurysm and dissection,GR113-073,7,F,2015,0,2031242,Unreliable
Aortic aneurysm and dissection,GR113-073,8,F,2005,0,1888355,Unreliable
Aortic aneurysm and dissection,GR113-073,8,F,2010,0,1981033,Unreliable
Aortic aneurysm and dissection,GR113-073,8,F,2015,0,2039062,Unreliable
Aortic aneurysm and dissection,GR113-073,9,F,2005,0,1936186,Unreliable
Aortic aneurysm and dissection,GR113-073,9,F,2010,0,2028657,Unreliable
Aortic aneurysm and dissection,GR113-073,9,F,2015,0,2021886,Unreliable
Aortic aneurysm and dissection,GR113-073,10,F,2005,0,2024518,Unreliable
Aortic aneurysm and dissection,GR113-073,10,F,2010,0,2036545,Unreliable
Aortic aneurysm and dissection,GR113-073,10,F,2015,0,2017346,Unreliable
Aortic aneurysm and dissection,GR113-073,11,F,2005,0,2024711,Unreliable
Aortic aneurysm and dissection,GR113-073,11,F,2010,0,2011151,Unreliable
Aortic aneurysm and dissection,GR113-073,11,F,2015,0,2023586,Unreliable
Aortic aneurysm and dissection,GR113-073,12,F,2005,0,2072265,Unreliable
Aortic aneurysm and dissection,GR113-073,12,F,2010,1,2006098,Unreliable
Aortic aneurysm and dissection,GR113-073,12,F,2015,1,2010241,Unreliable
Aortic aneurysm and dissection,GR113-073,13,F,2005,0,2104267,Unreliable
Aortic aneurysm and dissection,GR113-073,13,F,2010,0,2013099,Unreliable
Aortic aneurysm and dissection,GR113-073,13,F,2015,1,2001602,Unreliable
Aortic aneurysm and dissection,GR113-073,14,F,2005,0,2122621,Unreliable
Aortic aneurysm and dissection,GR113-073,14,F,2010,0,2030439,Unreliable
Aortic aneurysm and dissection,GR113-073,14,F,2015,0,2049167,Unreliable
Aortic aneurysm and dissection,GR113-073,15,F,2005,1,2168521,Unreliable
Aortic aneurysm and dissection,GR113-073,15,F,2010,0,2065798,Unreliable
Aortic aneurysm and dissection,GR113-073,15,F,2015,0,2076753,Unreliable
Aortic aneurysm and dissection,GR113-073,16,F,2005,1,2094194,Unreliable
Aortic aneurysm and dissection,GR113-073,16,F,2010,0,2100105,Unreliable
Aortic aneurysm and dissection,GR113-073,16,F,2015,0,2045025,Unreliable
Aortic aneurysm and dissection,GR113-073,17,F,2005,0,2055847,Unreliable
Aortic aneurysm and dissection,GR113-073,17,F,2010,1,2132142,Unreliable
Aortic aneurysm and dissection,GR113-073,17,F,2015,0,2049112,Unreliable
Aortic aneurysm and dissection,GR113-073,18,F,2005,1,2050714,Unreliable
Aortic aneurysm and dissection,GR113-073,18,F,2010,2,2195382,Unreliable
Aortic aneurysm and dissection,GR113-073,18,F,2015,0,2061954,Unreliable
Aortic aneurysm and dissection,GR113-073,19,F,2005,0,2065513,Unreliable
Aortic aneurysm and dissection,GR113-073,19,F,2010,0,2243250,Unreliable
Aortic aneurysm and dissection,GR113-073,19,F,2015,0,2078192,Unreliable
Aortic aneurysm and dissection,GR113-073,20,F,2005,1,2055521,Unreliable
Aortic aneurysm and dissection,GR113-073,20,F,2010,1,2210810,Unreliable
Aortic aneurysm and dissection,GR113-073,20,F,2015,0,2123067,Unreliable
Aortic aneurysm and dissection,GR113-073,21,F,2005,1,2011168,Unreliable
Aortic aneurysm and dissection,GR113-073,21,F,2010,0,2131096,Unreliable
Aortic aneurysm and dissection,GR113-073,21,F,2015,0,2166784,Unreliable
Aortic aneurysm and dissection,GR113-073,22,F,2005,1,2024927,Unreliable
Aortic aneurysm and dissection,GR113-073,22,F,2010,2,2086845,Unreliable
Aortic aneurysm and dissection,GR113-073,22,F,2015,0,2197776,Unreliable
Aortic aneurysm and dissection,GR113-073,23,F,2005,0,2046870,Unreliable
Aortic aneurysm and dissection,GR113-073,23,F,2010,2,2057772,Unreliable
Aortic aneurysm and dissection,GR113-073,23,F,2015,2,2264424,Unreliable
Aortic aneurysm and dissection,GR113-073,24,F,2005,2,2084320,Unreliable
Aortic aneurysm and dissection,GR113-073,24,F,2010,1,2085300,Unreliable
Aortic aneurysm and dissection,GR113-073,24,F,2015,2,2319408,Unreliable
Aortic aneurysm and dissection,GR113-073,25,F,2005,0,2090577,Unreliable
Aortic aneurysm and dissection,GR113-073,25,F,2010,1,2101042,Unreliable
Aortic aneurysm and dissection,GR113-073,25,F,2015,3,2322049,Unreliable
Aortic aneurysm and dissection,GR113-073,26,F,2005,5,1973649,Unreliable
Aortic aneurysm and dissection,GR113-073,26,F,2010,1,2055217,Unreliable
Aortic aneurysm and dissection,GR113-073,26,F,2015,3,2233433,Unreliable
Aortic aneurysm and dissection,GR113-073,27,F,2005,6,1927615,Unreliable
Aortic aneurysm and dissection,GR113-073,27,F,2010,1,2108218,Unreliable
Aortic aneurysm and dissection,GR113-073,27,F,2015,4,2185163,Unreliable
Aortic aneurysm and dissection,GR113-073,28,F,2005,4,1891577,Unreliable
Aortic aneurysm and dissection,GR113-073,28,F,2010,2,2096644,Unreliable
Aortic aneurysm and dissection,GR113-073,28,F,2015,0,2149931,Unreliable
Aortic aneurysm and dissection,GR113-073,29,F,2005,4,1829126,Unreliable
Aortic aneurysm and dissection,GR113-073,29,F,2010,3,2105137,Unreliable
Aortic aneurysm and dissection,GR113-073,29,F,2015,1,2161579,Unreliable
Aortic aneurysm and dissection,GR113-073,30,F,2005,2,1914556,Unreliable
Aortic aneurysm and dissection,GR113-073,30,F,2010,1,2124866,Unreliable
Aortic aneurysm and dissection,GR113-073,30,F,2015,3,2185746,Unreliable
Aortic aneurysm and dissection,GR113-073,31,F,2005,0,1845744,Unreliable
Aortic aneurysm and dissection,GR113-073,31,F,2010,2,1982063,Unreliable
Aortic aneurysm and dissection,GR113-073,31,F,2015,1,2125468,Unreliable
Aortic aneurysm and dissection,GR113-073,32,F,2005,4,1921927,Unreliable
Aortic aneurysm and dissection,GR113-073,32,F,2010,2,1992371,Unreliable
Aortic aneurysm and dissection,GR113-073,32,F,2015,2,2162451,Unreliable
Aortic aneurysm and dissection,GR113-073,33,F,2005,1,2015588,Unreliable
Aortic aneurysm and dissection,GR113-073,33,F,2010,1,1943287,Unreliable
Aortic aneurysm and dissection,GR113-073,33,F,2015,6,2166123,Unreliable
Aortic aneurysm and dissection,GR113-073,34,F,2005,5,2137339,Unreliable
Aortic aneurysm and dissection,GR113-073,34,F,2010,1,1923012,Unreliable
Aortic aneurysm and dissection,GR113-073,34,F,2015,3,2146121,Unreliable
Aortic aneurysm and dissection,GR113-073,35,F,2005,6,2176855,Unreliable
Aortic aneurysm and dissection,GR113-073,35,F,2010,1,1975518,Unreliable
Aortic aneurysm and dissection,GR113-073,35,F,2015,6,2180134,Unreliable
Aortic aneurysm and dissection,GR113-073,36,F,2005,6,2064403,Unreliable
Aortic aneurysm and dissection,GR113-073,36,F,2010,6,1911492,Unreliable
Aortic aneurysm and dissection,GR113-073,36,F,2015,4,2055478,Unreliable
Aortic aneurysm and dissection,GR113-073,37,F,2005,4,2028122,Unreliable
Aortic aneurysm and dissection,GR113-073,37,F,2010,11,1981059,Unreliable
Aortic aneurysm and dissection,GR113-073,37,F,2015,8,2017940,Unreliable
Aortic aneurysm and dissection,GR113-073,38,F,2005,3,2041731,Unreliable
Aortic aneurysm and dissection,GR113-073,38,F,2010,3,2072160,Unreliable
Aortic aneurysm and dissection,GR113-073,38,F,2015,6,2003325,Unreliable
Aortic aneurysm and dissection,GR113-073,39,F,2005,2,2100509,Unreliable
Aortic aneurysm and dissection,GR113-073,39,F,2010,5,2197391,Unreliable
Aortic aneurysm and dissection,GR113-073,39,F,2015,8,1944284,Unreliable
Aortic aneurysm and dissection,GR113-073,40,F,2005,4,2244129,Unreliable
Aortic aneurysm and dissection,GR113-073,40,F,2010,7,2192025,Unreliable
Aortic aneurysm and dissection,GR113-073,40,F,2015,4,2000626,Unreliable
Aortic aneurysm and dissection,GR113-073,41,F,2005,8,2295371,Unreliable
Aortic aneurysm and dissection,GR113-073,41,F,2010,4,2067167,Unreliable
Aortic aneurysm and dissection,GR113-073,41,F,2015,11,1946164,Unreliable
Aortic aneurysm and dissection,GR113-073,42,F,2005,5,2291530,Unreliable
Aortic aneurysm and dissection,GR113-073,42,F,2010,9,2047451,Unreliable
Aortic aneurysm and dissection,GR113-073,42,F,2015,6,1981947,Unreliable
Aortic aneurysm and dissection,GR113-073,43,F,2005,12,2301346,Unreliable
Aortic aneurysm and dissection,GR113-073,43,F,2010,8,2069115,Unreliable
Aortic aneurysm and dissection,GR113-073,43,F,2015,9,2068346,Unreliable
Aortic aneurysm and dissection,GR113-073,44,F,2005,14,2321347,Unreliable
Aortic aneurysm and dissection,GR113-073,44,F,2010,9,2121229,Unreliable
Aortic aneurysm and dissection,GR113-073,44,F,2015,7,2187962,Unreliable
Aortic aneurysm and dissection,GR113-073,45,F,2005,12,2352677,Unreliable
Aortic aneurysm and dissection,GR113-073,45,F,2010,6,2271418,Unreliable
Aortic aneurysm and dissection,GR113-073,45,F,2015,8,2206861,Unreliable
Aortic aneurysm and dissection,GR113-073,46,F,2005,13,2276013,Unreliable
Aortic aneurysm and dissection,GR113-073,46,F,2010,8,2288779,Unreliable
Aortic aneurysm and dissection,GR113-073,46,F,2015,14,2095675,Unreliable
Aortic aneurysm and dissection,GR113-073,47,F,2005,14,2283353,Unreliable
Aortic aneurysm and dissection,GR113-073,47,F,2010,8,2297017,Unreliable
Aortic aneurysm and dissection,GR113-073,47,F,2015,12,2054083,Unreliable
Aortic aneurysm and dissection,GR113-073,48,F,2005,13,2261293,Unreliable
Aortic aneurysm and dissection,GR113-073,48,F,2010,16,2301062,Unreliable
Aortic aneurysm and dissection,GR113-073,48,F,2015,10,2062616,Unreliable
Aortic aneurysm and dissection,GR113-073,49,F,2005,15,2183752,Unreliable
Aortic aneurysm and dissection,GR113-073,49,F,2010,14,2341230,Unreliable
Aortic aneurysm and dissection,GR113-073,49,F,2015,14,2099680,Unreliable
Aortic aneurysm and dissection,GR113-073,50,F,2005,30,2181791,1.4
Aortic aneurysm and dissection,GR113-073,50,F,2010,7,2359941,Unreliable
Aortic aneurysm and dissection,GR113-073,50,F,2015,14,2227286,Unreliable
Aortic aneurysm and dissection,GR113-073,51,F,2005,15,2112391,Unreliable
Aortic aneurysm and dissection,GR113-073,51,F,2010,19,2273865,Unreliable
Aortic aneurysm and dissection,GR113-073,51,F,2015,15,2276939,Unreliable
Aortic aneurysm and dissection,GR113-073,52,F,2005,14,2041805,Unreliable
Aortic aneurysm and dissection,GR113-073,52,F,2010,22,2293600,1
Aortic aneurysm and dissection,GR113-073,52,F,2015,17,2279256,Unreliable
Aortic aneurysm and dissection,GR113-073,53,F,2005,23,1980116,1.2
Aortic aneurysm and dissection,GR113-073,53,F,2010,18,2239000,Unreliable
Aortic aneurysm and dissection,GR113-073,53,F,2015,32,2277046,1.4
Aortic aneurysm and dissection,GR113-073,54,F,2005,32,1941338,1.6
Aortic aneurysm and dissection,GR113-073,54,F,2010,20,2198445,0.9
Aortic aneurysm and dissection,GR113-073,54,F,2015,21,2309943,0.9
Aortic aneurysm and dissection,GR113-073,55,F,2005,21,1923637,1.1
Aortic aneurysm and dissection,GR113-073,55,F,2010,22,2181236,1
Aortic aneurysm and dissection,GR113-073,55,F,2015,29,2324887,1.2
Aortic aneurysm and dissection,GR113-073,56,F,2005,12,1863943,Unreliable
Aortic aneurysm and dissection,GR113-073,56,F,2010,17,2081372,Unreliable
Aortic aneurysm and dissection,GR113-073,56,F,2015,25,2255835,1.1
Aortic aneurysm and dissection,GR113-073,57,F,2005,40,1842786,2.2
Aortic aneurysm and dissection,GR113-073,57,F,2010,28,2031031,1.4
Aortic aneurysm and dissection,GR113-073,57,F,2015,37,2246694,1.6
Aortic aneurysm and dissection,GR113-073,58,F,2005,34,1929365,1.8
Aortic aneurysm and dissection,GR113-073,58,F,2010,25,1960120,1.3
Aortic aneurysm and dissection,GR113-073,58,F,2015,41,2228294,1.8
Aortic aneurysm and dissection,GR113-073,59,F,2005,26,1448128,1.8
Aortic aneurysm and dissection,GR113-073,59,F,2010,34,1887398,1.8
Aortic aneurysm and dissection,GR113-073,59,F,2015,23,2154665,1.1
Aortic aneurysm and dissection,GR113-073,60,F,2005,39,1433435,2.7
Aortic aneurysm and dissection,GR113-073,60,F,2010,32,1875624,1.7
Aortic aneurysm and dissection,GR113-073,60,F,2015,32,2138784,1.5
Aortic aneurysm and dissection,GR113-073,61,F,2005,52,1428216,3.6
Aortic aneurysm and dissection,GR113-073,61,F,2010,46,1813519,2.5
Aortic aneurysm and dissection,GR113-073,61,F,2015,35,2060944,1.7
Aortic aneurysm and dissection,GR113-073,62,F,2005,53,1475790,3.6
Aortic aneurysm and dissection,GR113-073,62,F,2010,47,1850490,2.5
Aortic aneurysm and dissection,GR113-073,62,F,2015,36,1986021,1.8
Aortic aneurysm and dissection,GR113-073,63,F,2005,47,1310319,3.6
Aortic aneurysm and dissection,GR113-073,63,F,2010,41,1811555,2.3
Aortic aneurysm and dissection,GR113-073,63,F,2015,50,1909879,2.6
Aortic aneurysm and dissection,GR113-073,64,F,2005,69,1212791,5.7
Aortic aneurysm and dissection,GR113-073,64,F,2010,42,1389236,3
Aortic aneurysm and dissection,GR113-073,64,F,2015,47,1857069,2.5
Aortic aneurysm and dissection,GR113-073,65,F,2005,64,1183371,5.4
Aortic aneurysm and dissection,GR113-073,65,F,2010,54,1407451,3.8
Aortic aneurysm and dissection,GR113-073,65,F,2015,42,1812107,2.3
Aortic aneurysm and dissection,GR113-073,66,F,2005,67,1121292,6
Aortic aneurysm and dissection,GR113-073,66,F,2010,49,1390865,3.5
Aortic aneurysm and dissection,GR113-073,66,F,2015,70,1760795,4
Aortic aneurysm and dissection,GR113-073,67,F,2005,76,1102944,6.9
Aortic aneurysm and dissection,GR113-073,67,F,2010,54,1400459,3.9
Aortic aneurysm and dissection,GR113-073,67,F,2015,55,1741227,3.2
Aortic aneurysm and dissection,GR113-073,68,F,2005,76,1040489,7.3
Aortic aneurysm and dissection,GR113-073,68,F,2010,54,1236376,4.4
Aortic aneurysm and dissection,GR113-073,68,F,2015,83,1812428,4.6
Aortic aneurysm and dissection,GR113-073,69,F,2005,95,1021404,9.3
Aortic aneurysm and dissection,GR113-073,69,F,2010,71,1147565,6.2
Aortic aneurysm and dissection,GR113-073,69,F,2015,65,1344721,4.8
Aortic aneurysm and dissection,GR113-073,70,F,2005,101,1016272,9.9
Aortic aneurysm and dissection,GR113-073,70,F,2010,59,1097510,5.4
Aortic aneurysm and dissection,GR113-073,70,F,2015,71,1329818,5.3
Aortic aneurysm and dissection,GR113-073,71,F,2005,95,937061,10.1
Aortic aneurysm and dissection,GR113-073,71,F,2010,91,1049175,8.7
Aortic aneurysm and dissection,GR113-073,71,F,2015,72,1298089,5.5
Aortic aneurysm and dissection,GR113-073,72,F,2005,116,935793,12.4
Aortic aneurysm and dissection,GR113-073,72,F,2010,71,1010549,7
Aortic aneurysm and dissection,GR113-073,72,F,2015,90,1328954,6.8
Aortic aneurysm and dissection,GR113-073,73,F,2005,137,925511,14.8
Aortic aneurysm and dissection,GR113-073,73,F,2010,82,949097,8.6
Aortic aneurysm and dissection,GR113-073,73,F,2015,87,1162411,7.5
Aortic aneurysm and dissection,GR113-073,74,F,2005,132,914432,14.4
Aortic aneurysm and dissection,GR113-073,74,F,2010,109,927863,11.7
Aortic aneurysm and dissection,GR113-073,74,F,2015,94,1067619,8.8
Aortic aneurysm and dissection,GR113-073,75,F,2005,161,920144,17.5
Aortic aneurysm and dissection,GR113-073,75,F,2010,106,899069,11.8
Aortic aneurysm and dissection,GR113-073,75,F,2015,102,1010164,10.1
Aortic aneurysm and dissection,GR113-073,76,F,2005,185,872922,21.2
Aortic aneurysm and dissection,GR113-073,76,F,2010,124,823266,15.1
Aortic aneurysm and dissection,GR113-073,76,F,2015,106,947283,11.2
Aortic aneurysm and dissection,GR113-073,77,F,2005,188,864332,21.8
Aortic aneurysm and dissection,GR113-073,77,F,2010,128,823446,15.5
Aortic aneurysm and dissection,GR113-073,77,F,2015,126,910536,13.8
Aortic aneurysm and dissection,GR113-073,78,F,2005,220,838488,26.2
Aortic aneurysm and dissection,GR113-073,78,F,2010,155,797665,19.4
Aortic aneurysm and dissection,GR113-073,78,F,2015,128,840960,15.2
Aortic aneurysm and dissection,GR113-073,79,F,2005,221,803370,27.5
Aortic aneurysm and dissection,GR113-073,79,F,2010,133,791961,16.8
Aortic aneurysm and dissection,GR113-073,79,F,2015,106,803984,13.2
Aortic aneurysm and dissection,GR113-073,80,F,2005,218,785122,27.8
Aortic aneurysm and dissection,GR113-073,80,F,2010,170,764952,22.2
Aortic aneurysm and dissection,GR113-073,80,F,2015,130,772956,16.8
Aortic aneurysm and dissection,GR113-073,81,F,2005,236,742630,31.8
Aortic aneurysm and dissection,GR113-073,81,F,2010,166,717995,23.1
Aortic aneurysm and dissection,GR113-073,81,F,2015,136,693056,19.6
Aortic aneurysm and dissection,GR113-073,82,F,2005,262,683339,38.3
Aortic aneurysm and dissection,GR113-073,82,F,2010,189,698438,27.1
Aortic aneurysm and dissection,GR113-073,82,F,2015,158,671319,23.5
Aortic aneurysm and dissection,GR113-073,83,F,2005,257,648391,39.6
Aortic aneurysm and dissection,GR113-073,83,F,2010,200,654978,30.5
Aortic aneurysm and dissection,GR113-073,83,F,2015,138,640387,21.5
Aortic aneurysm and dissection,GR113-073,84,F,2005,245,595097,41.2
Aortic aneurysm and dissection,GR113-073,84,F,2010,206,612590,33.6
Aortic aneurysm and dissection,GR113-073,84,F,2015,161,608958,26.4
Aortic aneurysm and dissection,GR113-073,85,F,2005,248,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,85,F,2010,191,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,85,F,2015,154,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,86,F,2005,227,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,86,F,2010,181,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,86,F,2015,156,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,87,F,2005,189,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,87,F,2010,190,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,87,F,2015,146,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,88,F,2005,200,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,88,F,2010,170,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,88,F,2015,167,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,89,F,2005,189,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,89,F,2010,148,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,89,F,2015,138,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,90,F,2005,164,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,90,F,2010,132,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,90,F,2015,145,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,91,F,2005,142,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,91,F,2010,105,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,91,F,2015,107,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,92,F,2005,122,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,92,F,2010,98,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,92,F,2015,92,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,93,F,2005,98,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,93,F,2010,60,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,93,F,2015,98,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,94,F,2005,72,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,94,F,2010,58,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,94,F,2015,72,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,95,F,2005,65,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,95,F,2010,45,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,95,F,2015,52,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,96,F,2005,39,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,96,F,2010,45,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,96,F,2015,47,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,97,F,2005,30,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,97,F,2010,26,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,97,F,2015,34,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,98,F,2005,20,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,98,F,2010,26,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,98,F,2015,22,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,99,F,2005,18,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,99,F,2010,10,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,99,F,2015,23,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,100,F,2005,23,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,100,F,2010,19,Not Applicable,Not Applicable
Aortic aneurysm and dissection,GR113-073,100,F,2015,31,Not Applicable,Not Applicable
Influenza and pneumonia,GR113-076,0,F,2005,117,1956682,6
Influenza and pneumonia,GR113-076,0,F,2010,83,1929877,4.3
Influenza and pneumonia,GR113-076,0,F,2015,63,1942904,3.2
Influenza and pneumonia,GR113-076,1,F,2005,30,1950494,1.5
Influenza and pneumonia,GR113-076,1,F,2010,23,1947217,1.2
Influenza and pneumonia,GR113-076,1,F,2015,20,1939269,1
Influenza and pneumonia,GR113-076,2,F,2005,11,1932337,Unreliable
Influenza and pneumonia,GR113-076,2,F,2010,8,2004731,Unreliable
Influenza and pneumonia,GR113-076,2,F,2015,10,1939979,Unreliable
Influenza and pneumonia,GR113-076,3,F,2005,8,1930395,Unreliable
Influenza and pneumonia,GR113-076,3,F,2010,5,2014490,Unreliable
Influenza and pneumonia,GR113-076,3,F,2015,3,1943417,Unreliable
Influenza and pneumonia,GR113-076,4,F,2005,5,1971897,Unreliable
Influenza and pneumonia,GR113-076,4,F,2010,5,1985620,Unreliable
Influenza and pneumonia,GR113-076,4,F,2015,6,1964111,Unreliable
Influenza and pneumonia,GR113-076,5,F,2005,7,1901483,Unreliable
Influenza and pneumonia,GR113-076,5,F,2010,6,1984764,Unreliable
Influenza and pneumonia,GR113-076,5,F,2015,7,1967310,Unreliable
Influenza and pneumonia,GR113-076,6,F,2005,5,1871697,Unreliable
Influenza and pneumonia,GR113-076,6,F,2010,10,1991062,Unreliable
Influenza and pneumonia,GR113-076,6,F,2015,3,1968544,Unreliable
Influenza and pneumonia,GR113-076,7,F,2005,4,1876179,Unreliable
Influenza and pneumonia,GR113-076,7,F,2010,1,1973503,Unreliable
Influenza and pneumonia,GR113-076,7,F,2015,6,2031242,Unreliable
Influenza and pneumonia,GR113-076,8,F,2005,6,1888355,Unreliable
Influenza and pneumonia,GR113-076,8,F,2010,4,1981033,Unreliable
Influenza and pneumonia,GR113-076,8,F,2015,3,2039062,Unreliable
Influenza and pneumonia,GR113-076,9,F,2005,4,1936186,Unreliable
Influenza and pneumonia,GR113-076,9,F,2010,1,2028657,Unreliable
Influenza and pneumonia,GR113-076,9,F,2015,4,2021886,Unreliable
Influenza and pneumonia,GR113-076,10,F,2005,5,2024518,Unreliable
Influenza and pneumonia,GR113-076,10,F,2010,4,2036545,Unreliable
Influenza and pneumonia,GR113-076,10,F,2015,2,2017346,Unreliable
Influenza and pneumonia,GR113-076,11,F,2005,8,2024711,Unreliable
Influenza and pneumonia,GR113-076,11,F,2010,4,2011151,Unreliable
Influenza and pneumonia,GR113-076,11,F,2015,5,2023586,Unreliable
Influenza and pneumonia,GR113-076,12,F,2005,5,2072265,Unreliable
Influenza and pneumonia,GR113-076,12,F,2010,2,2006098,Unreliable
Influenza and pneumonia,GR113-076,12,F,2015,5,2010241,Unreliable
Influenza and pneumonia,GR113-076,13,F,2005,4,2104267,Unreliable
Influenza and pneumonia,GR113-076,13,F,2010,1,2013099,Unreliable
Influenza and pneumonia,GR113-076,13,F,2015,4,2001602,Unreliable
Influenza and pneumonia,GR113-076,14,F,2005,5,2122621,Unreliable
Influenza and pneumonia,GR113-076,14,F,2010,5,2030439,Unreliable
Influenza and pneumonia,GR113-076,14,F,2015,3,2049167,Unreliable
Influenza and pneumonia,GR113-076,15,F,2005,2,2168521,Unreliable
Influenza and pneumonia,GR113-076,15,F,2010,2,2065798,Unreliable
Influenza and pneumonia,GR113-076,15,F,2015,5,2076753,Unreliable
Influenza and pneumonia,GR113-076,16,F,2005,2,2094194,Unreliable
Influenza and pneumonia,GR113-076,16,F,2010,2,2100105,Unreliable
Influenza and pneumonia,GR113-076,16,F,2015,3,2045025,Unreliable
Influenza and pneumonia,GR113-076,17,F,2005,6,2055847,Unreliable
Influenza and pneumonia,GR113-076,17,F,2010,2,2132142,Unreliable
Influenza and pneumonia,GR113-076,17,F,2015,6,2049112,Unreliable
Influenza and pneumonia,GR113-076,18,F,2005,6,2050714,Unreliable
Influenza and pneumonia,GR113-076,18,F,2010,4,2195382,Unreliable
Influenza and pneumonia,GR113-076,18,F,2015,7,2061954,Unreliable
Influenza and pneumonia,GR113-076,19,F,2005,3,2065513,Unreliable
Influenza and pneumonia,GR113-076,19,F,2010,7,2243250,Unreliable
Influenza and pneumonia,GR113-076,19,F,2015,10,2078192,Unreliable
Influenza and pneumonia,GR113-076,20,F,2005,8,2055521,Unreliable
Influenza and pneumonia,GR113-076,20,F,2010,7,2210810,Unreliable
